User;Time
18096546;101547
82181276;46507
23339354;48640
40641831;56747
37961961;46507
66594468;55893
32940778;35840
65015868;56320
46119309;40960
32770791;81920
80317669;62720
58202732;66987
26464286;66987
30004615;66560
84452253;68266
08823186;69974
57058730;55893
44083345;53760
42766148;67413
31435569;67840
71406492;80640
01882738;54614
08476935;56320
23408558;54613
76008671;67413
43241466;66986
77240146;55040
97191815;69119
37807850;69974
30914524;68266
03629610;67840
56285369;55040
00686084;78934
55614604;67840
55713078;66133
71837824;68693
56405683;54187
56371375;49493
94254219;52053
74447197;46080
20535079;39253
26623227;45227
38259748;36266
46356497;43520
62092738;46080
92389173;49920
06393210;58453
05996468;61866
99840291;58879
17745486;115200
36090246;46933
39360676;74240
17994808;67840
47514071;69547
39768758;66133
33159702;66986
80123239;67413
67710175;68267
49111798;68694
05696377;67840
54350933;58454
46124263;42240
09539303;40960
51311946;43947
72070697;49494
78497819;40533
83837786;43520
13351712;64427
14512745;72533
55620596;66560
47951900;53760
32755607;66560
35706460;62720
15293177;38827
25723644;51200
17559225;66133
95493804;68693
59998786;66133
91689005;66560
04625369;67840
04697460;53333
84834765;66987
05244072;66987
17983277;67840
80347014;69973
95900882;68267
07008568;66987
56067016;68693
59767302;67413
53872095;66986
53566051;66987
40650402;62720
41513298;1191252
14171424;69120
85777138;69120
89153845;67413
89241751;68267
88050090;66987
66524168;67840
81760679;66986
57433820;67840
18710549;67840
01891650;67413
06308218;57600
13765442;71253
46364508;68694
61830232;68693
22027096;68693
24576298;70400
28652222;68266
49967069;73813
08028658;66987
01823152;54187
08786622;66987
07140244;67840
93380852;41813
74568608;54614
91502096;69120
88268731;59734
41880859;66560
57433586;66134
68708509;53760
35318811;66133
37339298;28587
79561907;69546
70063204;69973
53925860;53760
56576070;41387
12849459;40533
61865069;40107
46346700;44800
27960453;37120
62947629;49066
63313810;52479
19632276;52053
53479503;54186
72491990;53760
12661673;59306
35786542;61013
76070996;52907
63996691;46080
94964185;37546
67568555;27733
86072522;33707
36548613;49067
49508150;50774
66165369;47360
66586366;53760
86422443;66560
02689515;66560
45175317;54613
53994873;66986
29815004;69120
20411045;66987
36670244;67413
80626615;67413
77678168;66133
49112674;53760
30307307;67413
36284258;55040
41524258;75946
13779385;67413
71968126;67840
23489092;66560
03503403;67413
99364907;37120
31814879;47787
45579269;31573
14696834;32427
34095554;38400
03640459;81066
58996142;52906
33401149;56320
77209277;50773
86294710;51200
72081930;56746
68403538;47787
56182749;44373
79814631;55466
55712655;57174
15785471;56320
54695931;44800
98523564;55040
83589118;56320
85619640;65707
19280931;55893
14760065;56747
24026363;57173
44202902;54613
85727410;46080
48574468;54613
15607700;45654
03400992;55040
47019334;54186
99286081;55893
88749675;54613
68216912;54614
21489694;54614
34364145;49066
59067889;44800
81519942;58026
22252188;46507
57576586;58026
71531691;58026
24658253;46080
11515444;46506
68498661;59734
74628559;47360
43235625;61013
65368875;55894
58333944;58880
19018930;50347
29798316;59306
23160624;54186
15370302;64000
90562270;59734
69789022;59307
36217711;60160
61231683;61013
