User;Time
18096546;17493
82181276;2560
23339354;1280
40641831;853
37961961;1280
66594468;1280
32940778;853
65015868;2133
46119309;1280
32770791;854
80317669;1280
58202732;853
26464286;853
30004615;427
84452253;854
08823186;853
57058730;1280
44083345;853
42766148;854
31435569;1280
71406492;1280
01882738;853
08476935;853
23408558;1280
76008671;1280
43241466;853
77240146;853
97191815;853
37807850;853
30914524;853
03629610;854
56285369;426
00686084;427
55614604;1280
55713078;854
71837824;854
56405683;853
56371375;853
94254219;1280
74447197;854
20535079;1280
26623227;853
38259748;1280
46356497;853
62092738;853
92389173;853
06393210;854
05996468;1280
99840291;853
17745486;853
36090246;853
39360676;854
17994808;1707
47514071;854
39768758;853
33159702;853
80123239;853
67710175;853
49111798;854
05696377;853
54350933;854
46124263;853
09539303;854
51311946;854
72070697;853
78497819;853
83837786;853
13351712;853
14512745;853
55620596;854
47951900;853
32755607;853
35706460;853
15293177;854
25723644;854
17559225;1706
95493804;427
59998786;426
91689005;853
04625369;854
04697460;1280
84834765;853
05244072;426
17983277;1280
80347014;1280
95900882;853
07008568;853
56067016;854
59767302;426
53872095;6400
53566051;1280
40650402;1280
41513298;1280
14171424;853
85777138;1280
89153845;853
89241751;853
88050090;854
66524168;853
81760679;1280
57433820;853
18710549;427
01891650;854
06308218;1280
13765442;853
46364508;426
61830232;853
22027096;854
24576298;853
28652222;854
49967069;854
08028658;853
01823152;854
08786622;427
07140244;427
93380852;426
74568608;854
91502096;1280
88268731;1280
41880859;854
57433586;853
68708509;427
35318811;1707
37339298;854
79561907;854
70063204;853
53925860;426
56576070;1280
12849459;853
61865069;853
46346700;853
27960453;854
62947629;853
63313810;854
19632276;853
53479503;853
72491990;1280
12661673;426
35786542;853
76070996;854
63996691;854
94964185;853
67568555;853
86072522;854
36548613;1280
49508150;1280
66165369;853
66586366;1280
86422443;854
02689515;853
45175317;1707
53994873;854
29815004;853
20411045;427
36670244;853
80626615;1280
77678168;426
49112674;854
30307307;854
36284258;1280
41524258;854
13779385;854
71968126;854
23489092;427
03503403;853
99364907;2987
31814879;1280
45579269;853
14696834;1280
34095554;853
03640459;1280
58996142;854
33401149;853
77209277;1280
86294710;427
72081930;854
68403538;854
56182749;854
79814631;427
55712655;853
15785471;853
54695931;853
98523564;853
83589118;427
85619640;854
19280931;854
14760065;854
24026363;1280
44202902;853
85727410;853
48574468;426
15607700;853
03400992;854
47019334;854
99286081;854
88749675;854
68216912;853
21489694;853
34364145;426
59067889;853
81519942;427
22252188;1280
57576586;853
71531691;853
24658253;854
11515444;853
68498661;854
74628559;853
43235625;427
65368875;853
58333944;854
19018930;427
29798316;426
23160624;426
15370302;427
90562270;1280
69789022;426
36217711;853
61231683;426
51265949;427
61369143;2133
46575194;853
64687223;427
13862393;853
86905009;854
42452584;853
23132370;853
15377787;853
49206143;853
34554600;1280
27046452;854
83262152;1280
84595813;854
65452590;853
21144467;1280
20115210;854
67717336;426
84042557;853
53696157;854
24821814;854
24396372;854
58753091;854
26163849;426
68543244;1707
53660830;427
64368355;853
38616389;426
47405209;427
94049593;854
83011304;854
34572298;853
99473949;427
39927186;854
21974416;853
33789265;427
76031570;1706
92375936;854
51174702;1280
42457824;853
06214965;427
79803050;854
69195131;426
88834580;853
50769867;853
88128462;853
68216800;853
55802145;853
72139485;854
00355030;853
16650182;427
32055714;427
43975627;854
78702537;853
36466708;427
90624416;853
24047231;854
51915013;854
67097056;854
30231247;4266
89460343;427
25962728;854
68872918;853
32927136;854
04722078;854
81455576;853
42792650;1280
22145100;853
06623557;853
30099999;853
38876244;853
40627933;1280
64875567;853
22565710;853
87131898;853
51650960;1280
75156396;854
51673976;854
19749669;427
56534596;853
85587714;1280
81851182;853
94369162;426
52698230;427
03432069;854
89960063;427
17769529;853
26235426;853
99001189;426
23457094;1280
42878323;853
09625694;853
85948553;426
94004119;853
46755917;853
57401722;853
60729671;853
05491379;854
31202186;427
26099954;426
87722315;427
63900218;853
69191737;853
17996107;1280
30341673;426
06648119;426
35280861;854
38305211;854
04258412;1280
45546153;427
50071755;1707
31885998;427
96418983;1280
60761296;853
31720748;426
35729422;427
86703957;427
12477400;853
17902590;853
15563864;853
02835346;854
96632066;854
38017499;426
43523615;1280
09268668;426
78742700;854
40760181;854
47473173;854
26199072;853
16268501;426
02339829;853
14842205;1280
64434586;853
55704444;427
69928316;426
32160992;853
59687177;1280
40385771;854
17814234;426
92279408;1706
79227300;853
40998211;427
44940446;853
13428188;427
90210155;854
99965090;1280
46522855;426
69384334;427
23587828;427
21686373;853
45428722;853
54372209;854
52387828;427
04551423;426
13820643;853
39087276;854
39070519;427
25027160;853
24531484;427
07695615;854
85796616;427
04232981;1280
12557027;427
68328225;427
73476441;854
99638984;427
66774625;427
12012503;427
60359100;853
16778177;853
87363054;853
20155774;427
15072318;427
19522406;1280
96830605;854
70426771;426
70298968;853
95900634;854
77366448;853
82820817;854
40608761;427
87697526;853
91313634;853
93109581;427
09763183;853
15878764;426
98122472;427
46184963;1280
14444553;427
84743972;853
94148550;426
85612458;854
93060057;1280
57156091;853
10975527;427
38680373;427
66639586;854
05433393;427
56128155;426
53659470;853
17161256;853
37156861;1706
48082719;426
69018453;427
60641118;854
93115141;427
33148368;1280
98964203;426
08929752;853
69665986;427
90418078;854
07585613;427
87027022;427
53354015;853
83973312;427
88538542;1280
48807338;854
13335944;854
35030191;853
83586158;426
65001132;853
70479662;853
34148863;426
12605222;427
12338295;854
97265029;427
36598764;853
22206916;854
63456061;427
17040468;1280
32555376;427
92772625;427
91949260;426
67872666;853
56883128;3413
76194147;426
99783642;853
57130724;427
66062632;853
15699984;853
62722527;854
89793977;853
76896612;853
60084192;1280
23714397;854
45181498;427
82923983;5973
04499464;427
51375946;1706
65199167;427
88688180;853
26940988;426
55711935;853
01243268;426
84876344;427
06988901;854
94484335;854
69391385;853
65157921;427
16090636;427
62574055;853
86565561;426
39849082;853
40580722;426
64422331;427
53413048;427
01793264;427
92931840;853
24398333;853
74613146;853
90837515;854
78934490;1707
45198697;853
94217471;853
71423200;1280
09315147;853
48255122;1280
79681017;1280
66256011;853
69809517;854
07593295;853
99093078;853
95834120;853
07187999;853
69390011;1280
07817855;426
52923784;854
45916438;853
35149403;427
59876947;1280
39200052;854
95923522;853
66192678;853
50182882;1280
56693117;853
15419353;853
81318694;854
89895537;426
05830123;1280
16270784;854
39296683;854
74203995;853
01576828;427
07227700;854
26655112;853
37645292;853
59059460;427
51227900;853
78901839;853
24453284;427
85991042;853
37435183;853
49490115;853
52367092;427
89822106;853
80036080;427
66854075;1280
72540398;854
50397987;853
99149951;427
21377822;854
05392546;853
04633905;854
23012660;853
85302815;854
20383070;853
76420233;1280
59269344;427
94808516;853
11872443;853
56813406;854
35109995;1280
89333921;854
04280188;853
28169534;853
21403365;854
27637539;427
80937426;853
76209805;854
42346644;853
70896342;1280
08266804;854
87829541;853
12741036;427
34384671;854
51485516;1280
50306282;854
48996998;853
14294660;853
20868207;854
43522847;854
61560708;853
17821389;853
05284615;427
30615006;1280
19062275;853
30017226;853
97107130;853
47902035;853
32990669;5120
92991253;1280
19387464;853
46065652;853
84875655;427
85092790;854
66862933;854
38789341;427
64439539;427
37546732;1280
74719992;854
70484764;854
49615858;854
85315353;854
83527209;854
99467219;427
07644237;854
97944337;854
24678574;854
02960618;854
69179366;853
84325522;427
96361805;427
76475723;1280
34487061;426
01556985;853
75739146;853
45672701;427
53359901;1280
53347689;427
30130984;853
23418821;427
15171495;854
86210664;427
82833564;854
51013557;427
43396077;426
48195471;1280
51729636;853
01756955;853
29442432;853
