User;Time
18096546;18347
82181276;2134
23339354;1280
40641831;853
37961961;853
66594468;854
32940778;853
65015868;853
46119309;853
32770791;853
80317669;854
58202732;853
26464286;853
30004615;854
84452253;854
08823186;427
57058730;853
44083345;853
42766148;853
31435569;853
71406492;853
01882738;854
08476935;1280
23408558;853
76008671;853
43241466;854
77240146;853
97191815;853
37807850;853
30914524;853
03629610;854
56285369;853
00686084;853
55614604;853
55713078;1280
71837824;853
56405683;853
56371375;853
94254219;853
74447197;853
20535079;854
26623227;853
38259748;853
46356497;853
62092738;854
92389173;426
06393210;853
05996468;853
99840291;1280
17745486;853
36090246;1280
39360676;853
17994808;1280
47514071;854
39768758;853
33159702;1280
80123239;1280
67710175;1280
49111798;853
05696377;853
54350933;853
46124263;854
09539303;853
51311946;1280
72070697;1280
78497819;427
83837786;853
13351712;854
14512745;853
55620596;853
47951900;853
32755607;853
35706460;853
15293177;854
25723644;853
17559225;853
95493804;854
59998786;853
91689005;854
04625369;854
04697460;853
84834765;426
05244072;3414
17983277;1280
80347014;854
95900882;854
07008568;854
56067016;853
59767302;853
53872095;8106
53566051;1707
40650402;1280
41513298;1280
14171424;854
85777138;853
89153845;854
89241751;853
88050090;853
66524168;853
81760679;1280
57433820;1280
18710549;853
01891650;853
06308218;853
13765442;853
46364508;854
61830232;854
22027096;853
24576298;853
28652222;427
49967069;854
08028658;853
01823152;854
08786622;853
07140244;853
93380852;853
74568608;853
91502096;854
88268731;853
41880859;854
57433586;853
68708509;853
35318811;853
37339298;853
79561907;853
70063204;853
53925860;427
56576070;853
12849459;1280
61865069;1280
46346700;427
27960453;853
62947629;853
63313810;854
19632276;853
53479503;854
72491990;854
12661673;853
35786542;854
76070996;854
63996691;853
94964185;853
67568555;1280
86072522;853
36548613;427
49508150;854
66165369;854
66586366;1280
86422443;854
02689515;853
45175317;1706
53994873;853
29815004;426
20411045;853
36670244;854
80626615;427
77678168;426
49112674;2560
30307307;853
36284258;854
41524258;1280
13779385;853
71968126;427
23489092;854
03503403;853
99364907;1280
31814879;853
45579269;853
14696834;1280
34095554;853
03640459;853
58996142;853
33401149;853
77209277;853
86294710;427
72081930;853
68403538;853
56182749;426
79814631;427
55712655;854
15785471;853
54695931;3413
98523564;1280
83589118;1280
85619640;853
19280931;854
14760065;854
24026363;853
44202902;853
85727410;853
48574468;1280
15607700;853
03400992;853
47019334;853
99286081;853
88749675;853
68216912;427
21489694;854
34364145;854
59067889;1280
81519942;854
22252188;854
57576586;854
71531691;427
24658253;853
11515444;853
68498661;853
74628559;853
43235625;853
65368875;853
58333944;854
19018930;426
29798316;854
23160624;853
15370302;853
90562270;853
69789022;853
36217711;427
61231683;854
51265949;427
61369143;853
46575194;853
64687223;427
13862393;853
86905009;854
42452584;853
23132370;853
15377787;853
49206143;853
34554600;853
27046452;853
83262152;427
84595813;853
65452590;854
21144467;853
20115210;853
67717336;853
84042557;854
53696157;854
24821814;427
24396372;853
58753091;853
26163849;853
68543244;854
53660830;853
64368355;427
38616389;853
47405209;854
94049593;853
83011304;427
34572298;427
99473949;853
39927186;853
21974416;426
33789265;854
76031570;1280
92375936;853
51174702;853
42457824;853
06214965;854
79803050;427
69195131;854
88834580;854
50769867;427
88128462;853
68216800;853
55802145;426
72139485;853
00355030;853
16650182;853
32055714;426
43975627;426
78702537;854
36466708;427
90624416;853
24047231;853
51915013;853
67097056;854
30231247;427
89460343;853
25962728;427
68872918;427
32927136;854
04722078;854
81455576;853
42792650;853
22145100;427
06623557;427
30099999;854
38876244;853
40627933;853
64875567;854
22565710;853
87131898;853
51650960;427
75156396;853
