User;Time
18096546;46080
82181276;34986
23339354;41386
40641831;43946
37961961;31146
66594468;41386
32940778;24320
65015868;33706
46119309;27307
32770791;33280
80317669;33706
58202732;34133
26464286;34133
30004615;34133
84452253;36267
08823186;33280
57058730;27306
44083345;27307
42766148;33280
31435569;33280
71406492;33707
01882738;29440
08476935;27307
23408558;26880
76008671;33280
43241466;33280
77240146;26880
97191815;33707
37807850;37973
30914524;33707
03629610;34133
56285369;27733
00686084;33280
55614604;34133
55713078;34133
71837824;33706
56405683;27733
56371375;33707
94254219;34134
74447197;33707
20535079;28160
26623227;33280
38259748;29867
46356497;33707
62092738;33707
92389173;33707
06393210;27734
05996468;34133
99840291;33707
17745486;34560
36090246;33707
39360676;33280
17994808;34133
47514071;34987
39768758;34560
33159702;37120
80123239;34560
67710175;33280
49111798;33707
05696377;33707
54350933;27733
46124263;36694
09539303;34134
51311946;33707
72070697;33280
78497819;33707
83837786;33707
13351712;34560
14512745;35840
55620596;33280
47951900;27733
32755607;34133
35706460;33280
15293177;32853
25723644;26880
17559225;32854
95493804;33280
59998786;33280
91689005;33280
04625369;33280
04697460;27307
84834765;33280
05244072;35413
17983277;33280
80347014;33707
95900882;33707
07008568;33706
56067016;33280
59767302;33280
53872095;33279
53566051;33280
40650402;33707
41513298;890453
14171424;38400
85777138;34133
89153845;33280
89241751;33280
88050090;33280
66524168;33280
81760679;33280
57433820;35413
18710549;33706
01891650;33280
06308218;27306
13765442;33707
46364508;33707
61830232;33707
22027096;33280
24576298;33706
28652222;33707
49967069;33707
08028658;34134
01823152;26880
08786622;33707
07140244;35840
93380852;20907
74568608;27307
91502096;33280
88268731;34986
41880859;34133
57433586;33280
68708509;27306
35318811;33280
37339298;14934
79561907;34133
70063204;33280
53925860;26880
56576070;35840
12849459;33707
61865069;34133
46346700;33280
27960453;27733
62947629;33280
63313810;32854
19632276;33707
53479503;33707
72491990;33280
12661673;33280
35786542;33707
76070996;34133
63996691;34987
94964185;30720
67568555;21333
86072522;32426
36548613;33280
49508150;33280
66165369;33280
66586366;33706
86422443;34134
02689515;33707
45175317;27734
53994873;33707
29815004;34133
20411045;34134
36670244;33707
80626615;34560
77678168;36693
49112674;27734
30307307;34133
36284258;27734
41524258;34560
13779385;34133
71968126;33707
23489092;34134
03503403;35840
99364907;34559
31814879;27306
45579269;27307
14696834;29013
34095554;33280
03640459;33280
58996142;39680
33401149;33706
77209277;32853
86294710;32853
72081930;33280
68403538;27307
56182749;27307
79814631;34133
55712655;42666
15785471;33707
54695931;26880
98523564;35414
83589118;33280
85619640;33707
19280931;37547
14760065;33280
24026363;32854
44202902;33280
85727410;27307
48574468;34134
15607700;27307
03400992;33706
47019334;34560
99286081;34986
88749675;34987
68216912;37120
21489694;34986
34364145;34560
59067889;27733
81519942;33707
22252188;27734
57576586;35840
71531691;34133
24658253;28586
11515444;26880
68498661;34133
74628559;28586
43235625;35840
65368875;36266
58333944;36693
19018930;27733
29798316;33707
23160624;33707
15370302;34560
90562270;33707
69789022;34133
36217711;33280
61231683;34134
51265949;34134
61369143;34134
46575194;33280
64687223;33707
13862393;33707
86905009;33707
42452584;35840
23132370;33707
15377787;33280
49206143;27307
34554600;33280
27046452;27734
83262152;27306
84595813;33280
65452590;79786
21144467;33707
20115210;33280
67717336;32854
84042557;33280
53696157;29014
24821814;35840
24396372;40533
58753091;33280
26163849;26880
68543244;33707
53660830;37973
64368355;27307
38616389;32854
47405209;33280
94049593;27733
83011304;33280
34572298;28160
99473949;61439
39927186;38400
21974416;50774
33789265;48640
76031570;51200
92375936;41387
51174702;54187
42457824;49920
06214965;43946
79803050;41387
69195131;56746
88834580;58453
50769867;65280
88128462;45653
68216800;40533
