User;Time
18096546;11947
82181276;1280
23339354;853
40641831;854
37961961;427
66594468;1707
32940778;853
65015868;854
46119309;1280
32770791;853
80317669;2133
58202732;853
26464286;427
30004615;853
84452253;854
08823186;427
57058730;854
44083345;427
42766148;853
31435569;1707
71406492;427
01882738;426
08476935;854
23408558;426
76008671;426
43241466;427
77240146;853
97191815;427
37807850;1707
30914524;853
03629610;427
56285369;427
00686084;426
55614604;1707
55713078;426
71837824;427
56405683;853
56371375;853
94254219;853
74447197;427
20535079;426
26623227;854
38259748;1706
46356497;427
62092738;426
92389173;427
06393210;426
05996468;1707
99840291;853
17745486;853
36090246;426
39360676;427
17994808;854
47514071;426
39768758;427
33159702;426
80123239;1707
67710175;426
49111798;427
05696377;427
54350933;853
46124263;1707
09539303;426
51311946;426
72070697;427
78497819;426
83837786;427
13351712;427
14512745;426
55620596;427
47951900;2134
32755607;854
35706460;426
15293177;427
25723644;427
17559225;1706
95493804;427
59998786;853
91689005;427
04625369;427
04697460;427
84834765;427
05244072;427
17983277;853
80347014;1280
95900882;426
07008568;427
56067016;427
59767302;427
53872095;3840
53566051;854
40650402;426
41513298;426
14171424;427
85777138;854
89153845;426
89241751;854
88050090;853
66524168;3414
81760679;853
57433820;853
18710549;427
01891650;427
06308218;1706
13765442;854
46364508;427
61830232;426
22027096;427
24576298;1280
28652222;427
49967069;426
08028658;427
01823152;853
08786622;427
07140244;426
93380852;426
74568608;427
91502096;1707
88268731;426
41880859;427
57433586;427
68708509;426
35318811;2133
37339298;853
79561907;427
70063204;427
53925860;853
56576070;853
12849459;427
61865069;427
46346700;427
27960453;1706
62947629;427
63313810;426
19632276;426
53479503;427
72491990;1706
12661673;427
35786542;426
76070996;853
63996691;427
94964185;427
67568555;427
86072522;427
36548613;426
49508150;1280
66165369;854
66586366;426
86422443;427
02689515;427
45175317;1279
53994873;854
29815004;853
20411045;427
36670244;427
80626615;427
77678168;427
49112674;426
30307307;427
36284258;1280
41524258;427
13779385;427
71968126;426
23489092;426
03503403;4267
99364907;853
31814879;853
45579269;427
14696834;2133
34095554;427
03640459;853
58996142;427
33401149;427
77209277;1706
86294710;854
72081930;853
68403538;426
56182749;854
79814631;853
55712655;854
15785471;426
54695931;427
98523564;1707
83589118;427
85619640;426
19280931;854
14760065;426
24026363;1707
44202902;427
85727410;426
48574468;427
15607700;853
03400992;426
47019334;427
99286081;427
88749675;427
68216912;854
21489694;427
34364145;426
59067889;854
81519942;426
22252188;1280
57576586;426
71531691;426
24658253;427
11515444;426
68498661;1280
74628559;427
43235625;427
65368875;427
58333944;426
19018930;426
29798316;427
23160624;427
15370302;853
90562270;1280
69789022;427
36217711;853
61231683;427
51265949;426
61369143;1280
46575194;427
64687223;427
13862393;426
86905009;427
42452584;427
23132370;427
15377787;427
49206143;853
34554600;1707
27046452;853
83262152;427
84595813;427
65452590;853
21144467;1707
20115210;427
67717336;426
84042557;427
53696157;853
24821814;427
24396372;426
58753091;427
26163849;427
68543244;1706
53660830;426
64368355;427
38616389;427
47405209;426
94049593;1707
83011304;427
34572298;426
99473949;427
39927186;853
21974416;426
33789265;427
76031570;853
92375936;854
51174702;1707
42457824;426
06214965;427
79803050;427
69195131;427
88834580;426
50769867;427
88128462;426
68216800;853
55802145;1707
72139485;853
00355030;427
16650182;426
32055714;427
43975627;1707
78702537;426
36466708;427
90624416;427
24047231;853
51915013;854
67097056;426
30231247;427
89460343;427
25962728;1280
68872918;427
32927136;427
04722078;427
81455576;427
42792650;1280
22145100;426
06623557;427
30099999;426
38876244;427
40627933;427
64875567;427
22565710;426
87131898;427
51650960;1707
75156396;853
51673976;426
19749669;427
56534596;427
85587714;1280
81851182;427
94369162;853
52698230;854
03432069;426
89960063;426
17769529;427
26235426;853
99001189;427
23457094;1280
42878323;427
09625694;426
85948553;427
94004119;427
46755917;3413
57401722;426
60729671;427
05491379;427
31202186;427
26099954;426
87722315;426
63900218;427
69191737;426
17996107;1707
30341673;427
06648119;853
35280861;427
38305211;426
04258412;1706
45546153;427
50071755;853
31885998;427
96418983;1706
60761296;853
31720748;427
35729422;427
86703957;426
12477400;1707
17902590;426
15563864;426
02835346;854
96632066;427
38017499;427
43523615;427
09268668;426
78742700;854
40760181;1280
47473173;427
26199072;427
16268501;426
02339829;427
14842205;1280
64434586;854
55704444;853
69928316;853
32160992;427
59687177;1280
40385771;427
17814234;427
92279408;427
79227300;1280
40998211;426
44940446;427
13428188;427
