User;Time
18096546;1654184
82181276;1474132
23339354;1752745
40641831;1583785
37961961;1810344
66594468;1540692
32940778;1705385
65015868;1474558
46119309;1592745
32770791;1558612
80317669;1564584
58202732;1559465
26464286;1562878
30004615;1563305
84452253;1497598
08823186;1662718
57058730;1467305
44083345;1613651
42766148;1476265
31435569;1594878
71406492;1451518
01882738;1588051
08476935;1469438
23408558;1609385
76008671;1495465
43241466;1629011
77240146;1522772
97191815;1503571
37807850;1533865
30914524;1485224
03629610;1573118
56285369;1461758
00686084;1579091
55614604;1445118
55713078;1633705
71837824;1472852
56405683;1610664
56371375;1477972
94254219;1607678
74447197;1462612
20535079;1565012
26623227;1485651
38259748;1552638
46356497;1508691
62092738;1494611
92389173;1755305
06393210;1570558
05996468;1601704
99840291;1477972
17745486;1566718
36090246;1458345
39360676;1586345
17994808;1449385
47514071;1576105
39768758;1459198
33159702;1709225
80123239;1519358
67710175;1614931
49111798;1483518
05696377;1620478
54350933;1530878
46124263;1555198
09539303;1550931
51311946;1502291
72070697;1578665
78497819;1476265
83837786;1677651
13351712;1469439
14512745;1630718
55620596;1471571
47951900;1594025
32755607;1467732
35706460;1585491
15293177;1445971
25723644;1656745
17559225;1523625
95493804;1608531
59998786;1521918
91689005;1519358
04625369;1559892
04697460;1478398
84834765;1579091
05244072;1466451
17983277;1575678
80347014;1456638
95900882;1607677
07008568;1435732
56067016;1608958
59767302;1445971
53872095;1444265
53566051;1592318
40650402;1454505
41513298;1559465
14171424;1485225
85777138;1582078
89153845;1453652
89241751;1568425
88050090;1507411
66524168;1675945
81760679;1573118
57433820;1644797
18710549;1567998
01891650;1493332
06308218;1614504
13765442;1460905
46364508;1658451
61830232;1482239
22027096;1634131
24576298;1550505
28652222;1658878
49967069;1471998
08028658;1634558
01823152;1442984
08786622;1620905
07140244;1536851
93380852;1595305
74568608;1455784
91502096;1562878
88268731;1464745
41880859;1685757
57433586;1530451
68708509;1579092
35318811;1512105
37339298;1899945
79561907;1577812
70063204;1468158
53925860;1598291
56576070;1591892
12849459;1617491
61865069;1505278
46346700;1605544
27960453;1448959
62947629;1618344
63313810;1461758
19632276;1697704
53479503;1493332
72491990;1585065
12661673;1512958
35786542;1527038
76070996;1528745
63996691;1539838
94964185;1567571
67568555;1483091
86072522;1599998
36548613;1455785
49508150;1727144
66165369;1657598
66586366;1638398
86422443;1474985
02689515;1608105
45175317;1561598
53994873;1564585
29815004;1523198
20411045;1535571
36670244;1554771
80626615;1506558
77678168;1589758
49112674;1473705
30307307;1588478
36284258;1477118
41524258;1617065
13779385;1574398
71968126;1683624
23489092;1572691
03503403;1635838
99364907;1526611
31814879;1620904
45579269;1527465
14696834;1517225
34095554;1563731
03640459;1498451
58996142;1650772
33401149;1545812
77209277;1626451
86294710;1557331
72081930;1680638
68403538;1517224
56182749;1690024
79814631;1485225
55712655;1660584
15785471;1509971
54695931;1645225
98523564;1546238
83589118;1688745
85619640;1501864
19280931;1571838
14760065;1511678
24026363;1529598
44202902;1520638
85727410;1503145
48574468;1574398
15607700;1467731
03400992;1576958
47019334;1501865
99286081;1606397
88749675;1456638
68216912;1588051
21489694;1448531
34364145;1584211
59067889;1496318
81519942;1594024
22252188;1468158
57576586;1546665
71531691;1554772
24658253;1680638
11515444;1585065
68498661;1524478
74628559;1602131
43235625;1479678
65368875;1597864
58333944;1457492
19018930;1592318
29798316;1474558
23160624;1589758
15370302;1494612
90562270;1584638
69789022;1507412
36217711;1512105
61231683;1551358
51265949;1519784
61369143;1601705
46575194;1476264
64687223;1593598
13862393;1500158
86905009;1601705
42452584;1576104
23132370;1628158
15377787;1559892
49206143;1660584
34554600;1510825
27046452;1576105
83262152;1524904
84595813;1541545
65452590;1508691
21144467;1525331
20115210;1693438
67717336;1602132
84042557;1659304
53696157;1525331
24821814;1643945
24396372;1493758
58753091;1697705
26163849;1482665
68543244;1662718
53660830;1516798
64368355;1921704
38616389;1522772
47405209;1619198
94049593;1530024
83011304;1564158
34572298;1524051
99473949;1489492
39927186;1562452
21974416;1454505
33789265;1584638
76031570;1583785
92375936;1774078
51174702;1512105
42457824;1617918
06214965;1487785
79803050;1615784
69195131;1477118
88834580;1603411
50769867;1508264
88128462;1603411
68216800;1639251
55802145;1503572
72139485;1610238
00355030;1470291
16650182;1600852
32055714;1492905
43975627;1595731
78702537;1468159
36466708;1602984
90624416;1518505
24047231;1608105
51915013;1442985
67097056;2041597
30231247;1499731
89460343;1550505
25962728;1534718
68872918;1539412
32927136;1586771
04722078;1534291
81455576;1639251
42792650;1478398
22145100;1726291
06623557;1497172
30099999;1710078
38876244;1494185
40627933;1690878
64875567;1524905
22565710;1576105
87131898;1515518
51650960;1619625
75156396;1473704
51673976;1601278
19749669;1444691
56534596;1692584
85587714;1462612
81851182;1670398
94369162;1467731
52698230;1674665
03432069;1466878
89960063;1571412
17769529;1466451
26235426;1536425
99001189;1500158
23457094;1534718
42878323;1607251
09625694;1504425
85948553;1581651
94004119;1535999
46755917;1572265
57401722;1456639
60729671;1593171
05491379;1467305
31202186;1605544
26099954;1466452
87722315;1629864
63900218;1553065
69191737;1989117
17996107;1722451
30341673;1713064
06648119;1497598
35280861;1663145
38305211;1575678
04258412;1773224
45546153;1967784
50071755;1690451
31885998;1735678
96418983;1514238
60761296;1577811
31720748;1472425
35729422;1544104
86703957;1495465
12477400;1605118
17902590;1453225
15563864;1599145
02835346;1463465
96632066;1771091
38017499;1499731
43523615;1716905
09268668;1594024
78742700;1659305
40760181;1598718
47473173;1671251
26199072;1568851
16268501;1656745
02339829;1619198
14842205;1615784
64434586;1682772
55704444;1530025
69928316;1619624
32160992;1483944
59687177;1626878
40385771;1481385
17814234;1602985
92279408;1477972
79227300;1596158
40998211;1451091
44940446;1782611
13428188;1550078
90210155;1667411
99965090;1525331
46522855;1559464
69384334;1549225
23587828;1691304
21686373;1570985
45428722;1481812
54372209;1589331
52387828;1570985
04551423;1629864
13820643;1514238
39087276;1670398
39070519;1440851
25027160;1631571
24531484;1454078
07695615;1611944
85796616;1446825
04232981;1682771
12557027;1514238
68328225;1715198
73476441;1611518
99638984;1620904
66774625;1536851
12012503;1544958
60359100;1581651
16778177;1502718
87363054;1595305
20155774;1472852
15072318;1607251
19522406;1536425
96830605;1600852
70426771;1478825
70298968;1598718
95900634;1479679
77366448;1597011
82820817;1492478
40608761;1546665
87697526;1605118
91313634;1513811
93109581;1627731
09763183;1551358
15878764;1626451
98122472;1484372
46184963;1612371
14444553;1480958
84743972;1579092
94148550;1466451
85612458;1644371
93060057;1704104
57156091;1664852
10975527;1687038
38680373;1655464
66639586;1587198
05433393;1625171
56128155;1592745
53659470;1533438
17161256;1679358
37156861;1713491
